,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
682,Defeat,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,3,8,3,1
683,Defeat,Kalista,Heal,Flash,Hail of Blades,Inspiration,0,7,9,1
684,Victory,Tristana,Heal,Flash,Hail of Blades,Precision,12,2,5,1
685,Victory,Aphelios,Heal,Flash,Lethal Tempo,Domination,8,3,6,1
686,Victory,Vayne,Heal,Flash,Press the Attack,Domination,7,2,1,1
687,Victory,Tristana,Heal,Flash,Hail of Blades,Precision,12,2,12,1
688,Victory,Jinx,Heal,Flash,Lethal Tempo,Domination,7,3,4,1
689,Victory,Vayne,Heal,Flash,Press the Attack,Domination,8,1,1,1
690,Defeat,Senna,Heal,Flash,Glacial Augment,Precision,1,4,0,1
691,Defeat,Senna,Heal,Flash,Glacial Augment,Precision,4,8,5,1
692,Victory,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,6,0,4,1
693,Defeat,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,3,6,1,1
694,Defeat,Jinx,Heal,Flash,Lethal Tempo,Domination,1,11,2,1
695,Victory,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,8,3,3,1
696,Defeat,Jinx,Cleanse,Flash,Lethal Tempo,Domination,1,11,8,1
697,Victory,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,6,2,9,1
698,Defeat,Jinx,Heal,Flash,Lethal Tempo,Domination,6,6,4,1
699,Victory,Kai'Sa,Heal,Flash,Hail of Blades,Inspiration,2,0,4,1
