,Unnamed: 0,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
1227,1227,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,11.0,4.0,6.0,1.0
1228,1228,Victory,Rell,Flash,Ignite,Aftershock,Inspiration,1.0,2.0,13.0,1.0
1229,1229,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,5.0,11.0,1.0
1230,1230,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,6.0,3.0,9.0,1.0
1231,1231,Victory,Jhin,Flash,Heal,Dark Harvest,Sorcery,9.0,5.0,11.0,1.0
1232,1232,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8.0,11.0,7.0,1.0
1233,1233,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,2.0,10.0,3.0,1.0
1234,1234,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1.0,4.0,0.0,1.0
1235,1235,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10.0,5.0,9.0,1.0
1236,1236,Defeat,Miss Fortune,Flash,Heal,Arcane Comet,Domination,1.0,11.0,7.0,1.0
1237,1237,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2.0,12.0,10.0,1.0
1238,1238,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,7.0,6.0,7.0,1.0
1239,1239,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10.0,2.0,2.0,1.0
0,0,Victory,Samira,Flash,Heal,Conqueror,Domination,4.0,3.0,10.0,0.0
1,1,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,16.0,5.0,5.0,0.0
2,2,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,0.0,5.0,1.0,0.0
3,3,Defeat,Varus,Flash,Heal,Hail of Blades,Precision,1.0,5.0,0.0,0.0
4,4,Defeat,Draven,Flash,Cleanse,Hail of Blades,Precision,14.0,5.0,0.0,0.0
5,5,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1.0,5.0,8.0,0.0
6,6,Victory,Senna,Flash,Heal,Glacial Augment,Precision,2.0,6.0,19.0,0.0
7,7,Victory,Draven,Flash,Heal,Hail of Blades,Precision,11.0,3.0,5.0,0.0
8,8,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,0.0,4.0,0.0,0.0
9,9,Victory,Kog'Maw,Flash,Heal,Lethal Tempo,Inspiration,4.0,2.0,11.0,0.0
10,10,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,4.0,8.0,5.0,0.0
11,11,Defeat,Tristana,Flash,Heal,Hail of Blades,Inspiration,5.0,3.0,2.0,0.0
12,12,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7.0,10.0,11.0,0.0
13,13,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,3.0,7.0,5.0,0.0
14,14,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0.0,5.0,3.0,0.0
15,15,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9.0,5.0,7.0,0.0
16,16,Defeat,Samira,Flash,Heal,Conqueror,Domination,2.0,3.0,7.0,0.0
17,17,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,14.0,1.0,3.0,0.0
18,18,Victory,Senna,Flash,Heal,Glacial Augment,Precision,8.0,2.0,14.0,0.0
19,19,Victory,Lucian,Flash,Ignite,Press the Attack,Inspiration,2.0,5.0,3.0,0.0
20,20,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,5.0,3.0,6.0,0.0
21,21,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,3.0,4.0,4.0,0.0
22,22,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1.0,2.0,2.0,0.0
23,23,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,8.0,3.0,13.0,0.0
24,24,Victory,Draven,Flash,Heal,Hail of Blades,Precision,1.0,4.0,10.0,0.0
25,25,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,9.0,7.0,4.0,0.0
26,26,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12.0,3.0,5.0,0.0
27,27,Victory,Senna,Flash,Heal,Grasp of the Undying,Inspiration,3.0,0.0,9.0,0.0
28,28,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,4.0,4.0,2.0,0.0
29,29,Defeat,Gwen,Flash,Teleport,Conqueror,Resolve,3.0,2.0,0.0,0.0
30,30,Defeat,Orianna,Flash,Teleport,Phase Rush,Inspiration,2.0,2.0,9.0,0.0
31,31,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,4.0,6.0,24.0,0.0
32,32,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4.0,7.0,4.0,0.0
33,33,Defeat,Thresh,Flash,Ignite,Aftershock,Inspiration,1.0,4.0,3.0,0.0
34,34,Defeat,Twitch,Flash,Cleanse,Lethal Tempo,Inspiration,0.0,4.0,4.0,0.0
35,35,Defeat,Kog'Maw,Flash,Teleport,Arcane Comet,Inspiration,0.0,3.0,0.0,0.0
36,36,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,4.0,4.0,6.0,0.0
37,37,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,10.0,5.0,6.0,0.0
38,38,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,9.0,4.0,7.0,0.0
39,39,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,13.0,2.0,4.0,0.0
40,40,Defeat,Jinx,Flash,Heal,Conqueror,Inspiration,7.0,6.0,3.0,0.0
41,41,Victory,Jinx,Flash,Cleanse,Conqueror,Inspiration,6.0,0.0,5.0,0.0
42,42,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,0.0,5.0,1.0,0.0
43,43,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1.0,4.0,1.0,0.0
44,44,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,2.0,6.0,7.0,0.0
45,45,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12.0,3.0,9.0,0.0
46,46,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,2.0,4.0,8.0,0.0
47,47,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,0.0,3.0,2.0,0.0
48,48,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,8.0,4.0,5.0,0.0
49,49,Defeat,Lucian,Flash,Cleanse,Press the Attack,Inspiration,5.0,3.0,2.0,0.0
50,50,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,8.0,2.0,8.0,0.0
51,51,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4.0,5.0,6.0,0.0
52,52,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,1.0,2.0,2.0,0.0
53,53,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,6.0,3.0,16.0,0.0
54,54,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,10.0,2.0,6.0,0.0
55,55,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,5.0,3.0,3.0,0.0
56,56,Defeat,Zoe,Flash,Ignite,Electrocute,Inspiration,5.0,5.0,2.0,0.0
57,57,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,0.0,3.0,4.0,0.0
58,58,Defeat,Varus,Flash,Cleanse,Hail of Blades,Inspiration,2.0,6.0,4.0,0.0
59,59,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,7.0,2.0,12.0,0.0
60,60,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11.0,8.0,11.0,0.0
61,61,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3.0,5.0,1.0,0.0
62,62,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9.0,8.0,11.0,0.0
63,63,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5.0,10.0,10.0,0.0
64,64,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4.0,5.0,4.0,0.0
65,65,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,13.0,4.0,7.0,0.0
66,66,Victory,Samira,Flash,Heal,Conqueror,Domination,7.0,5.0,13.0,0.0
67,67,Victory,Samira,Flash,Heal,Conqueror,Domination,13.0,1.0,2.0,0.0
68,68,Victory,Jinx,Flash,Heal,Conqueror,Domination,3.0,3.0,9.0,0.0
69,69,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,0.0,4.0,2.0,0.0
70,70,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,2.0,8.0,2.0,0.0
71,71,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,7.0,5.0,2.0,0.0
72,72,Defeat,Samira,Flash,Heal,Conqueror,Domination,6.0,6.0,4.0,0.0
73,73,Defeat,Irelia,Flash,Teleport,Conqueror,Inspiration,1.0,11.0,5.0,0.0
74,74,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,1.0,4.0,1.0,0.0
75,75,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,9.0,5.0,10.0,0.0
76,76,Victory,Gwen,Flash,Teleport,Conqueror,Resolve,6.0,3.0,3.0,0.0
77,77,Defeat,Zoe,Flash,Ignite,Electrocute,Inspiration,3.0,6.0,3.0,0.0
78,78,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,0.0,5.0,4.0,0.0
79,79,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13.0,1.0,14.0,0.0
80,80,Victory,Samira,Flash,Heal,Conqueror,Domination,13.0,4.0,6.0,0.0
81,81,Victory,Samira,Flash,Heal,Conqueror,Domination,10.0,3.0,10.0,0.0
82,82,Defeat,LeBlanc,Flash,Ignite,Electrocute,Inspiration,4.0,4.0,3.0,0.0
83,83,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,0.0,4.0,1.0,0.0
84,84,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,10.0,3.0,8.0,0.0
85,85,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10.0,6.0,11.0,0.0
86,86,Victory,Senna,Flash,Heal,Glacial Augment,Precision,2.0,4.0,15.0,0.0
87,87,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,2.0,6.0,3.0,0.0
88,88,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,6.0,5.0,9.0,0.0
89,89,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7.0,2.0,12.0,0.0
90,90,Defeat,Jinx,Flash,Heal,Conqueror,Domination,4.0,3.0,6.0,0.0
91,91,Defeat,Samira,Flash,Heal,Conqueror,Domination,7.0,9.0,15.0,0.0
92,92,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9.0,8.0,5.0,0.0
93,93,Victory,Vayne,Flash,Heal,Press the Attack,Domination,15.0,1.0,5.0,0.0
94,94,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,3.0,4.0,3.0,0.0
95,95,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5.0,5.0,7.0,0.0
96,96,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,1.0,8.0,0.0,0.0
97,97,Victory,Jinx,Flash,Heal,Conqueror,Inspiration,10.0,5.0,10.0,0.0
98,98,Victory,Kog'Maw,Flash,Cleanse,Hail of Blades,Inspiration,12.0,7.0,7.0,0.0
99,99,Defeat,Galio,Flash,Teleport,Aftershock,Sorcery,5.0,7.0,12.0,0.0
100,100,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3.0,4.0,6.0,0.0
101,101,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7.0,2.0,10.0,0.0
102,102,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3.0,2.0,4.0,0.0
103,103,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,1.0,9.0,5.0,0.0
104,104,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,3.0,4.0,6.0,0.0
105,105,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,4.0,0.0,1.0,0.0
106,106,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,2.0,3.0,5.0,0.0
107,107,Victory,Rumble,Flash,Smite,Dark Harvest,Sorcery,12.0,2.0,10.0,0.0
108,108,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,2.0,4.0,3.0,0.0
109,109,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,3.0,0.0,6.0,0.0
110,110,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,18.0,4.0,10.0,0.0
111,111,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,11.0,2.0,4.0,0.0
112,112,Defeat,Irelia,Flash,Ignite,Conqueror,Inspiration,6.0,7.0,0.0,0.0
113,113,Victory,Jinx,Flash,Heal,Conqueror,Domination,10.0,4.0,12.0,0.0
114,114,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,6.0,2.0,0.0
115,115,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11.0,2.0,13.0,0.0
116,116,Victory,Samira,Flash,Cleanse,Conqueror,Domination,6.0,3.0,8.0,0.0
117,117,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,8.0,1.0,3.0,0.0
118,118,Defeat,Kog'Maw,Flash,Cleanse,Hail of Blades,Inspiration,2.0,5.0,1.0,0.0
119,119,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,3.0,2.0,4.0,0.0
120,120,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,6.0,4.0,7.0,0.0
121,121,Victory,Zoe,Flash,Ignite,Electrocute,Inspiration,3.0,0.0,1.0,0.0
122,122,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,8.0,4.0,8.0,0.0
123,123,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,5.0,1.0,4.0,0.0
124,124,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,2.0,3.0,0.0
125,125,Victory,Samira,Flash,Cleanse,Conqueror,Domination,3.0,2.0,3.0,0.0
126,126,Defeat,Tahm Kench,Flash,Ignite,Guardian,Inspiration,0.0,2.0,1.0,0.0
127,127,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,3.0,5.0,6.0,0.0
128,128,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,9.0,4.0,6.0,0.0
129,129,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,2.0,4.0,3.0,0.0
130,130,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,6.0,1.0,6.0,0.0
131,131,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,9.0,3.0,3.0,0.0
132,132,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,12.0,0.0,2.0,0.0
133,133,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,11.0,0.0,2.0,0.0
134,134,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2.0,6.0,1.0,0.0
135,135,Victory,Thresh,Flash,Ignite,Aftershock,Inspiration,1.0,2.0,19.0,0.0
136,136,Defeat,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,4.0,6.0,7.0,0.0
137,137,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,1.0,3.0,0.0
138,138,Defeat,Varus,Flash,Cleanse,Hail of Blades,Inspiration,2.0,3.0,1.0,0.0
139,139,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,3.0,1.0,0.0
140,140,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7.0,3.0,1.0,0.0
141,141,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,3.0,3.0,4.0,0.0
142,142,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,6.0,8.0,0.0
143,143,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,9.0,2.0,8.0,0.0
144,144,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11.0,0.0,2.0,0.0
145,145,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,2.0,7.0,8.0,0.0
146,146,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3.0,6.0,7.0,0.0
147,147,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,22.0,3.0,8.0,0.0
148,148,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,5.0,5.0,12.0,0.0
149,149,Defeat,Samira,Flash,Heal,Conqueror,Domination,4.0,6.0,1.0,0.0
150,150,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,1.0,0.0,1.0,0.0
151,151,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,2.0,8.0,3.0,0.0
152,152,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1.0,4.0,1.0,0.0
153,153,Victory,Senna,Flash,Heal,Glacial Augment,Domination,2.0,0.0,8.0,0.0
154,154,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,0.0,2.0,0.0,0.0
155,155,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1.0,3.0,0.0,0.0
156,156,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,0.0,4.0,8.0,0.0
157,157,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,3.0,0.0,0.0
158,158,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,15.0,5.0,10.0,0.0
159,159,Victory,Orianna,Flash,Teleport,Phase Rush,Inspiration,2.0,3.0,6.0,0.0
160,160,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,6.0,2.0,7.0,0.0
161,161,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,4.0,5.0,3.0,0.0
162,162,Victory,Azir,Flash,Teleport,Arcane Comet,Domination,5.0,3.0,9.0,0.0
163,163,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,1.0,2.0,0.0
164,164,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,3.0,7.0,2.0,0.0
165,165,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5.0,4.0,3.0,0.0
166,166,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,15.0,1.0,2.0,0.0
167,167,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,8.0,5.0,0.0
168,168,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0.0,3.0,4.0,0.0
169,169,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,1.0,6.0,0.0
170,170,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,5.0,0.0,11.0,0.0
171,171,Victory,Draven,Flash,Heal,Hail of Blades,Precision,10.0,2.0,6.0,0.0
172,172,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,1.0,1.0,1.0,0.0
173,173,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,2.0,9.0,1.0,0.0
174,174,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,4.0,5.0,9.0,0.0
175,175,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,8.0,4.0,9.0,0.0
176,176,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,5.0,0.0,4.0,0.0
177,177,Defeat,Draven,Flash,Exhaust,Hail of Blades,Precision,9.0,6.0,4.0,0.0
178,178,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,3.0,4.0,1.0,0.0
179,179,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,2.0,1.0,6.0,0.0
180,180,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1.0,2.0,2.0,0.0
181,181,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,10.0,2.0,12.0,0.0
182,182,Defeat,Senna,Flash,Exhaust,Glacial Augment,Precision,5.0,5.0,8.0,0.0
183,183,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,14.0,4.0,7.0,0.0
184,184,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,5.0,15.0,0.0
185,185,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,3.0,3.0,4.0,0.0
186,186,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,16.0,4.0,11.0,0.0
187,187,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,13.0,1.0,9.0,0.0
188,188,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,1.0,8.0,0.0,0.0
189,189,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,3.0,9.0,0.0
190,190,Victory,Irelia,Flash,Teleport,Conqueror,Inspiration,6.0,0.0,2.0,0.0
191,191,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,14.0,4.0,8.0,0.0
192,192,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,11.0,1.0,3.0,0.0
193,193,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3.0,1.0,3.0,0.0
194,194,Victory,Jinx,Flash,Heal,Conqueror,Domination,2.0,1.0,3.0,0.0
195,195,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,7.0,2.0,2.0,0.0
196,196,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,4.0,1.0,9.0,0.0
197,197,Defeat,Irelia,Flash,Teleport,Conqueror,Inspiration,1.0,4.0,0.0,0.0
198,198,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,4.0,1.0,5.0,0.0
199,199,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,4.0,2.0,5.0,0.0
200,200,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,8.0,2.0,4.0,0.0
201,201,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10.0,2.0,2.0,0.0
202,202,Remake,Tristana,Flash,Heal,Hail of Blades,Precision,0.0,0.0,1.0,0.0
203,203,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,2.0,4.0,1.0,0.0
204,204,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,15.0,2.0,10.0,0.0
205,205,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11.0,0.0,6.0,0.0
206,206,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1.0,9.0,3.0,0.0
207,207,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,8.0,5.0,8.0,0.0
208,208,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,4.0,2.0,7.0,0.0
209,209,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,8.0,3.0,3.0,0.0
210,210,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4.0,6.0,10.0,0.0
211,211,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,9.0,3.0,6.0,0.0
212,212,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,17.0,0.0,13.0,0.0
213,213,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,3.0,1.0,4.0,0.0
214,214,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,6.0,4.0,9.0,0.0
215,215,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,1.0,9.0,10.0,0.0
216,216,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6.0,3.0,7.0,0.0
217,217,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,5.0,11.0,0.0
218,218,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,2.0,1.0,3.0,0.0
219,219,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,1.0,13.0,0.0
220,220,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,6.0,4.0,14.0,0.0
221,221,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,13.0,6.0,20.0,0.0
222,222,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,9.0,1.0,3.0,0.0
223,223,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,6.0,4.0,4.0,0.0
224,224,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,3.0,11.0,4.0,0.0
225,225,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,15.0,1.0,9.0,0.0
226,226,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,3.0,6.0,4.0,0.0
227,227,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,5.0,1.0,2.0,0.0
228,228,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5.0,2.0,3.0,0.0
229,229,Defeat,Ezreal,Flash,Cleanse,Conqueror,Sorcery,2.0,1.0,0.0,0.0
230,230,Defeat,Samira,Flash,Heal,Conqueror,Domination,0.0,4.0,0.0,0.0
231,231,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,3.0,0.0,1.0,0.0
232,232,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,6.0,7.0,0.0
233,233,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,9.0,3.0,7.0,0.0
234,234,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,5.0,2.0,7.0,0.0
235,235,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,3.0,3.0,1.0,0.0
236,236,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,3.0,4.0,9.0,0.0
237,237,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,4.0,5.0,6.0,0.0
238,238,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3.0,2.0,4.0,0.0
239,239,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2.0,6.0,2.0,0.0
240,240,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,3.0,0.0,1.0,0.0
241,241,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5.0,5.0,0.0,0.0
242,242,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,4.0,1.0,0.0
243,243,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,2.0,8.0,0.0
244,244,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1.0,5.0,1.0,0.0
245,245,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,11.0,6.0,10.0,0.0
246,246,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,2.0,10.0,4.0,0.0
247,247,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,4.0,3.0,4.0,0.0
248,248,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,6.0,6.0,5.0,0.0
249,249,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9.0,2.0,9.0,0.0
250,250,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,3.0,5.0,18.0,0.0
251,251,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,0.0,0.0,0.0,0.0
252,252,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,8.0,5.0,12.0,0.0
253,253,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5.0,7.0,3.0,0.0
254,254,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,3.0,9.0,0.0
255,255,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2.0,4.0,5.0,0.0
256,256,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,8.0,4.0,6.0,0.0
257,257,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,15.0,2.0,9.0,0.0
258,258,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6.0,0.0,4.0,0.0
259,259,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,5.0,2.0,13.0,0.0
260,260,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,2.0,7.0,6.0,0.0
