,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
682,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,10,8,1
683,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,3,0,0,1
684,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,3,3,6,1
685,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,4,5,17,1
686,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,12,5,1
687,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3,9,2,1
688,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4,9,8,1
689,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,7,11,1
690,Defeat,Viego,Flash,Teleport,Fleet Footwork,Domination,2,7,6,1
691,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,2,5,1
692,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,2,10,9,1
693,Victory,Sivir,Flash,Teleport,Dark Harvest,Sorcery,12,10,14,1
694,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,2,7,1
695,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,8,3,1
696,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,0,7,9,1
697,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,2,5,1
698,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,8,3,6,1
699,Victory,Vayne,Flash,Heal,Press the Attack,Domination,7,2,1,1
700,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,12,2,12,1
701,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7,3,4,1
702,Victory,Vayne,Flash,Heal,Press the Attack,Domination,8,1,1,1
703,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,1,4,0,1
704,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4,8,5,1
705,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,0,4,1
706,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,6,1,1
707,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1,11,2,1
708,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,3,3,1
709,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,1,11,8,1
710,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,2,9,1
711,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,6,6,4,1
712,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,0,4,1
713,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,9,1,1
714,Defeat,Xayah,Flash,Heal,Lethal Tempo,Domination,7,3,5,1
715,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,1,10,8,1
716,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10,7,8,1
717,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,2,7,6,1
718,Defeat,Jinx,Flash,Heal,Lethal Tempo,Sorcery,8,7,3,1
719,Victory,Samira,Flash,Heal,Conqueror,Domination,20,2,2,1
720,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,6,3,9,1
721,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,0,10,2,1
722,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Sorcery,5,4,10,1
723,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,0,6,3,1
724,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,0,5,0,1
725,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5,8,8,1
726,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,2,8,1
727,Defeat,Jinx,Flash,Heal,Lethal Tempo,Sorcery,2,6,5,1
728,Defeat,Samira,Flash,Heal,Conqueror,Domination,3,6,0,1
729,Victory,Pyke,Flash,Ignite,Hail of Blades,Inspiration,2,3,10,1
730,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14,3,5,1
731,Victory,Vayne,Flash,Heal,Press the Attack,Domination,18,0,1,1
732,Victory,Senna,Flash,Exhaust,Glacial Augment,Precision,1,5,6,1
733,Victory,Senna,Flash,Heal,Glacial Augment,Precision,4,7,13,1
734,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,11,6,1
735,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,3,10,14,1
736,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,8,4,1
737,Defeat,Jinx,Flash,Heal,Conqueror,Domination,0,6,1,1
738,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,7,4,1
739,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,8,2,1
740,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,8,7,1
741,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3,9,5,1
742,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,2,8,1,1
743,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,9,2,1
744,Defeat,Jinx,Flash,Heal,Conqueror,Domination,1,10,1,1
745,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,1,5,1,1
746,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,1,7,4,1
747,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,8,3,9,1
748,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,8,11,6,1
749,Victory,Jinx,Flash,Heal,Conqueror,Domination,4,5,4,1
750,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,6,10,1
751,Defeat,Sivir,Flash,Heal,Dark Harvest,Sorcery,8,11,14,1
752,Victory,Jinx,Flash,Heal,Conqueror,Domination,8,5,6,1
753,Victory,Jinx,Flash,Heal,Conqueror,Domination,3,0,4,1
754,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1,1,10,1
755,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,2,13,3,1
756,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,3,7,7,1
757,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,8,3,1
758,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,13,0,0,1
759,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,6,8,1
760,Defeat,Jinx,Flash,Heal,Conqueror,Domination,2,7,3,1
761,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3,6,3,1
762,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,10,8,1
763,Victory,Jinx,Flash,Heal,Conqueror,Domination,13,6,8,1
764,Victory,Jinx,Flash,Heal,Conqueror,Domination,13,10,12,1
765,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,17,2,6,1
766,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,5,9,1
767,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,4,4,8,1
768,Defeat,Viego,Flash,Smite,Conqueror,Domination,3,9,8,1
769,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,4,1,1
770,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8,5,6,1
771,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,11,5,9,1
772,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,5,4,4,1
773,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1,6,3,1
774,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,11,6,5,1
775,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,1,11,1
776,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,8,4,6,1
777,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5,2,4,1
778,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,15,4,10,1
779,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5,5,16,1
780,Victory,Samira,Flash,Heal,Conqueror,Domination,30,5,8,1
781,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,1,2,2,1
782,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,8,1,1,1
783,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,4,6,1,1
784,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,7,8,1
785,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10,8,14,1
786,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,7,2,1
787,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,12,3,9,1
788,Defeat,Qiyana,Flash,Ignite,Electrocute,Inspiration,15,10,22,1
789,Victory,Rell,Flash,Mark,Hail of Blades,Precision,4,9,29,1
790,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14,5,9,1
791,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,10,4,13,1
792,Defeat,Graves,Flash,Smite,Phase Rush,Precision,10,4,6,1
793,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,3,4,9,1
794,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,5,3,1
795,Defeat,Ashe,Flash,Heal,Lethal Tempo,Inspiration,6,10,5,1
796,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,1,4,8,1
797,Victory,Sivir,Flash,Heal,Lethal Tempo,Sorcery,3,9,6,1
798,Victory,Aphelios,Flash,Heal,Conqueror,Domination,9,9,12,1
799,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,3,5,1,1
800,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,3,8,1
801,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14,9,9,1
802,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,9,1,1
803,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9,7,3,1
804,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,3,1,8,1
805,Victory,Samira,Flash,Heal,Conqueror,Domination,7,3,1,1
806,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,1,5,1
807,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,1,14,1,1
808,Victory,Jinx,Flash,Heal,Conqueror,Domination,2,4,5,1
809,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,7,8,5,1
810,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,13,4,6,1
811,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,7,3,1
812,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,27,3,4,1
813,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,4,7,1
814,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,24,6,8,1
815,Victory,Gnar,Flash,Teleport,Glacial Augment,Domination,1,1,1,1
816,Defeat,Ezreal,Flash,Ignite,Conqueror,Inspiration,2,7,1,1
817,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,6,1,5,1
818,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,1,2,3,1
819,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,18,2,7,1
820,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,7,8,6,1
821,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,4,9,1
822,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,5,8,1
823,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,9,2,2,1
824,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,4,3,1
825,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,7,9,2,1
826,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,13,5,4,1
827,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,16,9,17,1
828,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,9,4,6,1
829,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,7,0,1
830,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,8,2,1
831,Victory,Samira,Flash,Heal,Conqueror,Domination,3,2,10,1
832,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,9,4,19,1
833,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1,6,3,1
834,Defeat,Samira,Flash,Heal,Conqueror,Domination,7,6,12,1
835,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,15,2,7,1
836,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,2,7,2,1
837,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,7,1,1
838,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,3,6,9,1
839,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,2,3,1
840,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,1,5,0,1
841,Victory,Vayne,Flash,Heal,Press the Attack,Domination,6,0,5,1
842,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,11,5,8,1
843,Defeat,Jinx,Flash,Heal,Conqueror,Sorcery,4,4,1,1
844,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,5,11,8,1
845,Victory,Vayne,Flash,Heal,Press the Attack,Domination,3,5,7,1
846,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,12,6,8,1
847,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,11,9,14,1
848,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7,8,13,1
849,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,6,4,14,1
850,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,7,10,1
851,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,14,3,6,1
852,Defeat,Samira,Flash,Heal,Conqueror,Domination,1,10,3,1
853,Defeat,Poppy,Flash,Teleport,Hail of Blades,Inspiration,2,6,1,1
854,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,3,3,4,1
855,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,9,1,1
856,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,2,4,1
857,Victory,Vayne,Flash,Cleanse,Press the Attack,Domination,3,1,3,1
858,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,6,9,8,1
859,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,15,5,10,1
860,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,7,1,1
861,Defeat,Samira,Flash,Heal,Conqueror,Domination,5,6,5,1
862,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,0,8,3,1
863,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9,3,12,1
864,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,9,3,8,1
865,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,1,1,1
866,Defeat,Viego,Flash,Teleport,Conqueror,Domination,2,8,2,1
867,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,8,8,1
868,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1,8,5,1
869,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,2,1,0,1
870,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,8,13,3,1
871,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,4,8,1
872,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,7,4,1
873,Victory,Orianna,Flash,Teleport,Phase Rush,Inspiration,5,2,11,1
874,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,5,3,1
875,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,5,3,1
876,Victory,Samira,Flash,Heal,Conqueror,Domination,5,2,4,1
877,Victory,Miss Fortune,Flash,Cleanse,Press the Attack,Sorcery,5,1,4,1
878,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,6,9,1
879,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,21,3,7,1
880,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,6,1,15,1
881,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,9,4,8,1
882,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,15,8,11,1
883,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,4,7,6,1
884,Victory,Gnar,Flash,Teleport,Fleet Footwork,Domination,1,5,0,1
885,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,1,10,3,1
886,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,4,6,1
887,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,3,3,1
888,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,17,2,9,1
889,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,2,7,1,1
890,Defeat,Yone,Flash,Teleport,Fleet Footwork,Domination,4,7,7,1
891,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,11,8,7,1
892,Defeat,Lucian,Flash,Heal,Press the Attack,Domination,7,6,9,1
893,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,22,11,11,1
894,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9,0,3,1
895,Victory,Samira,Flash,Heal,Conqueror,Domination,4,2,5,1
896,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,1,5,0,1
897,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,6,4,8,1
898,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,5,6,1
899,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,6,8,4,1
900,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,20,6,2,1
901,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,3,6,3,1
902,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,3,4,11,1
903,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,10,4,4,1
904,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,8,7,10,1
905,Defeat,Lucian,Flash,Heal,Press the Attack,Inspiration,9,12,11,1
906,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,5,2,10,1
907,Defeat,Lucian,Flash,Ignite,Press the Attack,Inspiration,2,5,3,1
908,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,5,5,8,1
909,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,4,4,10,1
910,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,0,9,2,1
911,Victory,Vayne,Flash,Heal,Press the Attack,Domination,10,1,6,1
912,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,2,4,1
913,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,5,6,12,1
914,Victory,Samira,Flash,Heal,Conqueror,Domination,16,0,3,1
915,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,7,3,1
916,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,3,4,1
917,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,0,6,1
918,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7,4,7,1
919,Victory,Samira,Flash,Heal,Conqueror,Domination,12,7,11,1
920,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,6,10,2,1
921,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,2,6,1,1
922,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10,1,2,1
923,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,12,5,5,1
924,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,9,5,1
925,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,10,1,8,1
926,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,7,8,4,1
927,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Sorcery,4,6,10,1
928,Defeat,Lucian,Flash,Heal,Press the Attack,Domination,10,7,4,1
929,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,12,5,4,1
930,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,8,8,16,1
931,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7,7,11,1
932,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,4,9,1
933,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,4,13,3,1
934,Victory,Samira,Flash,Heal,Conqueror,Domination,7,1,6,1
935,Victory,Samira,Flash,Heal,Conqueror,Domination,10,1,5,1
936,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,8,0,1
937,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,8,3,1
938,Victory,Ezreal,Flash,Cleanse,Lethal Tempo,Inspiration,2,3,5,1
939,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,1,1,1,1
940,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,8,4,1
941,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,3,4,1
942,Remake,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,0,2,1
943,Victory,Samira,Flash,Heal,Conqueror,Domination,7,2,10,1
944,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,3,6,1
945,Defeat,Ezreal,Flash,Heal,Lethal Tempo,Inspiration,1,11,2,1
946,Victory,Xayah,Flash,Heal,Hail of Blades,Precision,13,5,5,1
947,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,2,1,4,1
948,Defeat,Samira,Flash,Heal,Conqueror,Domination,13,8,5,1
949,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,15,8,3,1
950,Defeat,Xayah,Flash,Heal,Lethal Tempo,Domination,4,7,7,1
951,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,12,2,4,1
952,Victory,Senna,Flash,Heal,Glacial Augment,Precision,2,3,5,1
953,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,3,7,5,1
954,Victory,Vayne,Flash,Heal,Press the Attack,Domination,14,10,12,1
955,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,16,5,3,1
956,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,8,8,1
957,Defeat,Xayah,Flash,Heal,Hail of Blades,Precision,6,8,4,1
958,Victory,Ezreal,Flash,Heal,Lethal Tempo,Sorcery,4,9,9,1
959,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,13,6,4,1
960,Victory,Samira,Flash,Cleanse,Conqueror,Domination,5,1,6,1
961,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5,3,7,1
962,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,3,3,1
963,Victory,Vayne,Flash,Heal,Press the Attack,Domination,3,3,2,1
964,Victory,Vayne,Flash,Heal,Press the Attack,Domination,4,1,4,1
965,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9,1,8,1
966,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,4,10,9,1
967,Victory,Vayne,Flash,Heal,Press the Attack,Domination,9,9,2,1
968,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,14,7,5,1
969,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,2,1,1
970,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,4,8,0,1
971,Defeat,Ezreal,Flash,Cleanse,Conqueror,Inspiration,7,6,5,1
972,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,4,5,1
973,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Domination,2,4,0,1
974,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,7,3,7,1
975,Defeat,Samira,Flash,Heal,Conqueror,Domination,5,5,2,1
976,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,10,4,13,1
977,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,3,4,1
978,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,9,5,8,1
979,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,7,7,3,1
980,Victory,Xayah,Flash,Heal,Hail of Blades,Precision,6,6,8,1
981,Victory,Xayah,Flash,Heal,Lethal Tempo,Domination,20,6,6,1
982,Victory,Xayah,Flash,Heal,Hail of Blades,Precision,11,4,6,1
983,Defeat,Xayah,Flash,Heal,Lethal Tempo,Domination,9,6,4,1
984,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,9,0,1
985,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,20,13,6,1
986,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,16,12,10,1
987,Victory,Samira,Flash,Heal,Conqueror,Domination,8,6,4,1
988,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,6,1,1
989,Defeat,Aatrox,Flash,Teleport,Conqueror,Domination,1,13,0,1
990,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,5,4,1
991,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,2,6,1,1
992,Defeat,Twitch,Flash,Cleanse,Hail of Blades,Precision,1,4,2,1
993,Victory,Vayne,Flash,Heal,Press the Attack,Domination,16,9,1,1
994,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,3,10,1
995,Victory,Twitch,Flash,Heal,Hail of Blades,Precision,3,4,7,1
996,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,5,5,2,1
997,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,3,6,1
998,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,7,10,1
999,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,4,8,1
1000,Victory,Samira,Flash,Heal,Conqueror,Domination,7,0,3,1
1001,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,0,9,5,1
1002,Victory,Vayne,Flash,Heal,Press the Attack,Domination,7,6,7,1
1003,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,2,3,1
1004,Victory,Samira,Flash,Heal,Conqueror,Domination,11,5,4,1
1005,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,11,1,1
1006,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,9,3,1
1007,Defeat,Vayne,Flash,Heal,Hail of Blades,Precision,1,10,4,1
1008,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,6,1,1,1
1009,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,13,7,7,1
1010,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,11,13,10,1
1011,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,10,5,1
1012,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,3,11,6,1
1013,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,27,8,8,1
1014,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10,6,8,1
1015,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,6,3,1,1
1016,Victory,Gnar,Flash,Teleport,Grasp of the Undying,Domination,10,3,17,1
1017,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,17,10,9,1
1018,Defeat,Lillia,Flash,Smite,Dark Harvest,Sorcery,1,7,4,1
