,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
701,Defeat,Alistar,Flash,Ignite,Aftershock,Inspiration,1,9,8,
702,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,0,1,
703,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,0,5,0,
704,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,7,8,11,
705,Defeat,Varus,Flash,Teleport,Arcane Comet,Inspiration,10,7,2,
706,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,5,8,
707,Defeat,Varus,Flash,Teleport,Arcane Comet,Inspiration,4,1,1,
708,Victory,Varus,Flash,Teleport,Arcane Comet,Precision,1,0,3,
709,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,8,8,4,
710,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,11,3,3,
711,Defeat,Gragas,Flash,Ignite,Phase Rush,Inspiration,2,6,4,
712,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,12,3,18,
713,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,8,2,
714,Defeat,Graves,Flash,Smite,Phase Rush,Precision,2,4,1,
715,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,2,6,
716,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,3,1,7,
717,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,6,6,15,
718,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,0,7,4,
719,Defeat,Aatrox,Flash,Teleport,Conqueror,Domination,5,6,7,
720,Victory,Ezreal,Flash,Heal,Conqueror,Inspiration,21,4,13,
721,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,4,4,8,
722,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,11,6,1,
723,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,7,2,7,
724,Defeat,Ezreal,Flash,Teleport,Conqueror,Inspiration,5,6,9,
725,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,5,5,9,
726,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,9,5,9,
727,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,6,9,
728,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,9,3,
729,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,2,6,
730,Victory,Samira,Flash,Heal,Conqueror,Domination,6,2,6,
731,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,10,4,
732,Defeat,Seraphine,Flash,Ignite,Guardian,Inspiration,3,8,19,
733,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,5,0,
734,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,8,4,3,
735,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,2,0,
736,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7,9,5,
737,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,16,6,5,
738,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7,3,16,
739,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,9,6,8,
740,Victory,Gragas,Flash,Ignite,Phase Rush,Inspiration,4,4,15,
741,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,4,5,
742,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,2,2,7,
743,Victory,Tristana,Flash,Heal,Press the Attack,Domination,0,1,5,
744,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,3,0,
745,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,6,7,
746,Victory,Gnar,Flash,Teleport,Fleet Footwork,Domination,5,7,8,
747,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,1,4,2,
748,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,5,3,
749,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,0,5,
750,Victory,Irelia,Flash,Teleport,Conqueror,Inspiration,9,3,6,
751,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,5,8,
752,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7,1,6,
753,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,6,5,
754,Victory,Vayne,Flash,Heal,Press the Attack,Domination,12,1,7,
755,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,2,5,
756,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,0,8,1,
757,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,2,10,
758,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,4,9,
759,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,1,1,
760,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,0,4,
761,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,4,9,9,
762,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,0,5,3,
763,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,6,9,
764,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,17,3,11,
765,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,4,8,3,
766,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,1,0,
767,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,2,8,
768,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,3,5,3,
769,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,7,4,12,
770,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,1,5,
771,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,2,5,4,
772,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,7,7,
773,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,13,3,9,
774,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7,0,3,
775,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,6,8,4,
776,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,6,10,
777,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3,3,5,
778,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,3,3,
779,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,6,7,
780,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,11,4,6,
781,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,1,4,1,
782,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,10,1,5,
783,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,1,2,
784,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1,2,5,
785,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,4,2,
786,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,4,4,2,
787,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,12,7,4,
788,Victory,Samira,Flash,Heal,Conqueror,Domination,9,4,7,
789,Defeat,Seraphine,Flash,Exhaust,Guardian,Inspiration,0,12,5,
790,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,6,8,
791,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,13,6,10,
792,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,5,1,3,
793,Defeat,Samira,Flash,Heal,Conqueror,Domination,1,2,0,
794,Victory,Samira,Flash,Heal,Conqueror,Domination,4,1,10,
795,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,8,3,6,
796,Victory,Samira,Flash,Heal,Conqueror,Domination,14,1,4,
797,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,6,6,9,
798,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,0,4,3,
799,Victory,Samira,Flash,Cleanse,Conqueror,Domination,12,2,8,
800,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2,0,3,
801,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,2,2,
802,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,7,6,2,
803,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,3,6,
804,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,1,8,7,
805,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,14,4,9,
806,Victory,Aphelios,Flash,Heal,Conqueror,Domination,8,4,8,
807,Victory,Senna,Flash,Cleanse,Glacial Augment,Precision,8,2,13,
808,Victory,Ashe,Flash,Heal,Lethal Tempo,Inspiration,4,3,10,
809,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,5,4,
810,Defeat,Pantheon,Flash,Ignite,Conqueror,Inspiration,2,11,1,
811,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5,0,7,
812,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5,7,2,
813,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,3,0,
814,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,10,2,8,
815,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11,0,7,
816,Victory,Blitzcrank,Flash,Ignite,Predator,Inspiration,6,5,17,
817,Victory,Samira,Flash,Heal,Conqueror,Domination,7,6,10,
818,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,0,4,
819,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2,9,0,
820,Defeat,Gragas,Flash,Ignite,Aftershock,Inspiration,3,8,3,
821,Victory,Tristana,Flash,Heal,Press the Attack,Domination,3,5,1,
822,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,8,6,
823,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,4,10,6,
824,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,2,3,4,
825,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2,3,8,
826,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,8,2,15,
827,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8,2,5,
828,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,2,
829,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,2,4,2,
830,Victory,Caitlyn,Flash,Heal,Lethal Tempo,Sorcery,17,9,7,
831,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,1,4,
832,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,0,3,
833,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,2,10,
834,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,3,7,
835,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,9,11,
836,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,3,4,
837,Victory,Samira,Flash,Heal,Conqueror,Domination,4,1,2,
838,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,5,6,
839,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,2,9,
840,Defeat,Quinn,Flash,Cleanse,Press the Attack,Sorcery,4,4,10,
841,Remake,Renekton,Flash,Ignite,Conqueror,Resolve,0,0,0,
842,Defeat,Irelia,Flash,Ignite,Conqueror,Inspiration,2,6,0,
843,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,6,10,
844,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,0,4,5,
845,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14,3,9,
846,Defeat,Viego,Flash,Teleport,Conqueror,Resolve,0,3,0,
847,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,2,3,
848,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,5,3,
849,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,10,3,7,
850,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,14,0,2,
851,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,3,9,
852,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,1,7,
853,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,2,10,
854,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,21,3,7,
855,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,9,5,6,
856,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2,12,2,
857,Victory,Senna,Flash,Heal,Glacial Augment,Precision,3,1,3,
858,Victory,Senna,Flash,Heal,Glacial Augment,Precision,8,7,15,
859,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7,0,14,
860,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,4,2,2,
861,Defeat,Gnar,Flash,Teleport,Fleet Footwork,Domination,2,8,1,
862,Victory,Samira,Flash,Heal,Conqueror,Domination,9,5,9,
863,Victory,Samira,Flash,Heal,Conqueror,Domination,5,0,3,
864,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,16,4,5,
865,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,5,4,
866,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,11,5,
867,Victory,Miss Fortune,Flash,Heal,Press the Attack,Domination,7,1,9,
868,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,4,5,
869,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,5,2,
870,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,3,1,1,
871,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,2,0,3,
872,Defeat,Samira,Flash,Heal,Conqueror,Domination,2,2,2,
873,Victory,Samira,Flash,Heal,Conqueror,Domination,8,5,12,
874,Defeat,Aphelios,Flash,Cleanse,Conqueror,Sorcery,3,6,5,
875,Victory,Alistar,Flash,Ignite,Aftershock,Inspiration,0,1,5,
876,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,4,6,5,
877,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5,4,9,
878,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,13,3,7,
879,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,1,2,
880,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,8,3,
881,Victory,Samira,Flash,Heal,Conqueror,Domination,14,3,10,
882,Defeat,Tristana,Flash,Heal,Press the Attack,Domination,5,7,11,
883,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,3,2,
884,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,3,15,
885,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,3,2,
886,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,2,5,
887,Victory,Samira,Flash,Heal,Conqueror,Domination,15,4,10,
888,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,2,5,1,
889,Victory,Pantheon,Flash,Ignite,Conqueror,Inspiration,8,5,14,
890,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,11,8,8,
891,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,5,3,5,
892,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,11,6,8,
893,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14,3,12,
894,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,2,4,6,
895,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,3,4,
896,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,3,7,
897,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,6,5,
898,Defeat,Olaf,Ghost,Smite,Conqueror,Inspiration,10,7,10,
899,Victory,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,18,6,11,
900,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,4,4,
901,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,0,7,
902,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,3,1,
903,Victory,Aphelios,Flash,Heal,Conqueror,Domination,8,3,10,
904,Victory,Vayne,Flash,Heal,Press the Attack,Domination,5,8,11,
905,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,4,0,7,
906,Defeat,Samira,Flash,Cleanse,Conqueror,Domination,4,6,1,
907,Victory,Pantheon,Flash,Ignite,Conqueror,Inspiration,3,4,19,
908,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,2,3,
909,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,5,0,5,
910,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,2,0,
911,Victory,Renekton,Flash,Teleport,Conqueror,Resolve,5,2,15,
912,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,0,2,0,
913,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,6,10,
914,Defeat,Jhin,Flash,Heal,Dark Harvest,Precision,1,3,1,
915,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,3,
916,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14,2,6,
917,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,9,3,5,
918,Defeat,Samira,Flash,Heal,Conqueror,Domination,7,8,8,
919,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,14,1,13,
920,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,6,8,6,
921,Victory,Samira,Flash,Heal,Conqueror,Domination,14,4,8,
922,Victory,Samira,Flash,Heal,Conqueror,Domination,10,3,9,
923,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,2,10,
924,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,8,4,5,
925,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,16,5,4,
926,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,1,2,1,
927,Defeat,Lucian,Flash,Cleanse,Press the Attack,Inspiration,2,8,1,
928,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,4,10,2,
929,Defeat,Ekko,Flash,Teleport,Electrocute,Inspiration,3,4,1,
930,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,0,2,1,
931,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,11,5,6,
932,Defeat,Vayne,Flash,Cleanse,Press the Attack,Domination,6,5,3,
933,Victory,Aphelios,Flash,Heal,Conqueror,Domination,3,2,13,
934,Defeat,Ekko,Flash,Smite,Dark Harvest,Sorcery,1,3,2,
935,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,4,6,0,
936,Victory,Aphelios,Flash,Heal,Conqueror,Domination,2,1,7,
937,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,0,3,1,
938,Defeat,Kai'Sa,Flash,Heal,Conqueror,Domination,7,3,4,
939,Remake,Samira,Flash,Heal,Conqueror,Domination,0,1,0,
940,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,6,3,8,
941,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,0,2,
942,Victory,Miss Fortune,Flash,Cleanse,Press the Attack,Domination,2,2,8,
943,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,7,4,
944,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,10,2,9,
945,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,2,4,2,
946,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3,3,1,
947,Victory,Samira,Flash,Heal,Conqueror,Domination,8,2,7,
948,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,1,4,3,
949,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,13,3,10,
950,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,2,1,
951,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,2,1,0,
952,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,7,3,5,
953,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,9,1,10,
954,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,18,3,8,
955,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,3,2,3,
956,Defeat,Samira,Flash,Cleanse,Conqueror,Domination,14,4,6,
957,Victory,Miss Fortune,Flash,Cleanse,Press the Attack,Domination,7,2,3,
958,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,3,9,
959,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,0,8,3,
960,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,4,0,5,
961,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,8,4,
962,Defeat,Tristana,Flash,Heal,Press the Attack,Domination,3,6,3,
963,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,0,3,
964,Defeat,Taliyah,Flash,Smite,Dark Harvest,Sorcery,10,3,3,
965,Defeat,Samira,Flash,Heal,Conqueror,Domination,3,5,3,
966,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,18,5,19,
967,Defeat,Syndra,Flash,Teleport,Phase Rush,Inspiration,6,6,4,
968,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,1,4,
969,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,0,10,
970,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,0,5,
971,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,7,2,9,
972,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,2,2,
973,Victory,Lucian,Flash,Ignite,Press the Attack,Inspiration,6,2,5,
974,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,4,
975,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,13,1,7,
976,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,12,3,4,
977,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,3,4,2,
978,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,3,6,
979,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,1,4,0,
980,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,3,5,
981,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,2,7,
982,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,11,3,4,
983,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,3,5,1,
984,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,9,4,7,
985,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,4,2,
986,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,21,8,6,
987,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,5,1,
988,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,8,11,
989,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,6,4,9,
990,Victory,Aphelios,Flash,Heal,Conqueror,Domination,5,1,11,
991,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,2,5,2,
992,Victory,Aphelios,Flash,Cleanse,Conqueror,Domination,5,3,5,
993,Victory,Samira,Flash,Heal,Conqueror,Domination,4,1,6,
994,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,0,5,0,
995,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,4,4,6,
996,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,6,1,
997,Victory,Samira,Flash,Heal,Conqueror,Domination,8,7,9,
998,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,1,6,
999,Victory,Vayne,Flash,Heal,Press the Attack,Domination,14,4,15,
1000,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,5,0,5,
1001,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,3,2,
1002,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,1,4,
1003,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,0,1,0,
1004,Defeat,Samira,Flash,Cleanse,Conqueror,Domination,1,5,4,
1005,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,9,0,13,
1006,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,10,5,9,
1007,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,8,0,5,
1008,Victory,Samira,Flash,Heal,Conqueror,Domination,8,0,4,
1009,Victory,Samira,Flash,Heal,Conqueror,Domination,3,0,1,
1010,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,3,0,1,
1011,Victory,Samira,Flash,Heal,Conqueror,Domination,8,0,2,
1012,Victory,Alistar,Flash,Ignite,Aftershock,Inspiration,3,4,16,
1013,Defeat,Lucian,Flash,Ignite,Press the Attack,Inspiration,2,6,2,
1014,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,5,4,12,
1015,Victory,Taliyah,Flash,Smite,Dark Harvest,Sorcery,12,3,10,
1016,Defeat,Miss Fortune,Flash,Heal,Press the Attack,Inspiration,5,2,3,
1017,Defeat,Samira,Flash,Heal,Conqueror,Domination,7,7,5,
1018,Defeat,Yone,Flash,Exhaust,Conqueror,Domination,5,7,4,
1019,Victory,Syndra,Flash,Teleport,Phase Rush,Inspiration,2,3,13,
1020,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,3,4,
1021,Victory,Yone,Flash,Ignite,Conqueror,Domination,4,2,4,
1022,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,12,4,9,
1023,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,7,7,13,
1024,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,0,5,3,
1025,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,0,
1026,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,0,1,
1027,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,6,1,
1028,Victory,Samira,Flash,Heal,Conqueror,Domination,9,2,7,
1029,Victory,Samira,Flash,Heal,Conqueror,Domination,6,3,7,
1030,Defeat,Syndra,Flash,Teleport,Phase Rush,Inspiration,1,6,9,
1031,Defeat,Lucian,Flash,Ignite,Press the Attack,Inspiration,3,7,1,
1032,Victory,Lucian,Flash,Cleanse,Press the Attack,Inspiration,6,1,3,
1033,Defeat,Jhin,Flash,Cleanse,Fleet Footwork,Inspiration,9,6,6,
1034,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,5,3,
1035,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,9,9,1,
1036,Victory,Alistar,Flash,Ignite,Aftershock,Inspiration,4,4,13,
1037,Defeat,Jhin,Flash,Heal,Fleet Footwork,Inspiration,6,7,4,
1038,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,6,0,2,
1039,Victory,Syndra,Flash,Teleport,Phase Rush,Inspiration,11,1,10,
1040,Defeat,Thresh,Flash,Ignite,Aftershock,Inspiration,2,5,3,
1041,Defeat,Samira,Flash,Heal,Conqueror,Domination,3,6,6,
1042,Victory,Samira,Flash,Heal,Conqueror,Domination,11,4,4,
1043,Victory,Jhin,Flash,Heal,Fleet Footwork,Inspiration,4,0,3,
1044,Victory,Samira,Flash,Heal,Conqueror,Domination,12,2,8,
1045,Victory,Miss Fortune,Flash,Heal,Conqueror,Inspiration,1,1,1,
1046,Defeat,Samira,Flash,Heal,Conqueror,Domination,5,3,9,
1047,Victory,Samira,Flash,Heal,Conqueror,Domination,22,1,5,
1048,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,12,3,3,
